페이지,공종,종별,종별_상세1,시험종목_1,시험종목_2,시험종목_3,시험방법,시험빈도,비고
44,방수공사,"도자기질 타일
(KS L 1001)",,내균열성(시유타일),,,KS L 1001,"·제조회사별
·제품규격별",
44,방수공사,"도자기질 타일
(KS L 1001)",,내마모성(바닥타일),,,,"·제조회사별
·제품규격별",
44,방수공사,"도자기질 타일
(KS L 1001)",,꺽임 강도,,,,"·제조회사별
·제품규격별",
44,방수공사,"도자기질 타일
(KS L 1001)",,"동결 융해(외장,바닥타일)",,,,"·제조회사별
·제품규격별",
44,방수공사,"도자기질 타일
(KS L 1001)",,내약품성,,,,"·제조회사별
·제품규격별",
44,방수공사,"도자기질 타일
(KS L 1001)",,"첨지의 접착성, 박리성, 재질
및 개구율(구성타일)",,,,"·제조회사별
·제품규격별",
44,방수공사,"점토기와
(KS F 3510)",,겉모양 및 치수,,,KS F 3510,"·제조회사별
·제품규격별
·3,000개 마다",
44,방수공사,"점토기와
(KS F 3510)",,흡수율,,,,"·제조회사별
·제품규격별
·3,000개 마다",
44,방수공사,"점토기와
(KS F 3510)",,휨 파괴 하중,,,,"·제조회사별
·제품규격별
·3,000개 마다",
44,방수공사,"점토기와
(KS F 3510)",,내동해성,,,,"·제조회사별
·제품규격별
·3,000개 마다",
44,방수공사,"건조 시멘트
모르타르
(KS L 5220)",,"압축강도(7,28일)",,,KS L ISO 679,"·제조회사별
·제품규격별
·제조일부터 3개월이
되어 재질의 변화가
있다고 인정되는 때",
44,방수공사,"건조 시멘트
모르타르
(KS L 5220)",,보수성,,,KS L 5219,"·제조회사별
·제품규격별
·제조일부터 3개월이
되어 재질의 변화가
있다고 인정되는 때",
44,방수공사,"건조 시멘트
모르타르
(KS L 5220)",,공기량,,,KS L 3136,"·제조회사별
·제품규격별
·제조일부터 3개월이
되어 재질의 변화가
있다고 인정되는 때",
44,방수공사,"건조 시멘트
모르타르
(KS L 5220)",,모래의 함량,,,KS F 2502,"·제조회사별
·제품규격별
·제조일부터 3개월이
되어 재질의 변화가
있다고 인정되는 때",
44,방수공사,"건조 시멘트
모르타르
(KS L 5220)",,모래의 최대크기,,,,"·제조회사별
·제품규격별
·제조일부터 3개월이
되어 재질의 변화가
있다고 인정되는 때",
44,방수공사,"시멘트계 자기
수평 모르타르
(KS F 4041)",,플로값,,,KS F 4041,"·제조회사별
·제품규격별
·제조일부터 3개월이
되어 재질의 변화가
있다고 인정되는 때",
44,방수공사,"시멘트계 자기
수평 모르타르
(KS F 4041)",,응결시간,,,KS L 5108,"·제조회사별
·제품규격별
·제조일부터 3개월이
되어 재질의 변화가
있다고 인정되는 때",
44,방수공사,"시멘트계 자기
수평 모르타르
(KS F 4041)",,휨강도,,,KS F 2408,"·제조회사별
·제품규격별
·제조일부터 3개월이
되어 재질의 변화가
있다고 인정되는 때",
44,방수공사,"시멘트계 자기
수평 모르타르
(KS F 4041)",,압축강도,,,KS L 5105,"·제조회사별
·제품규격별
·제조일부터 3개월이
되어 재질의 변화가
있다고 인정되는 때",
44,방수공사,"시멘트계 자기
수평 모르타르
(KS F 4041)",,부착강도,,,KS F 4041,"·제조회사별
·제품규격별
·제조일부터 3개월이
되어 재질의 변화가
있다고 인정되는 때",
44,방수공사,"시멘트계 자기
수평 모르타르
(KS F 4041)",,내충격성,,,KS F 4041,"·제조회사별
·제품규격별
·제조일부터 3개월이
되어 재질의 변화가
있다고 인정되는 때",
44,방수공사,"시멘트계 자기
수평 모르타르
(KS F 4041)",,길이변화율,,,KS F 2424,"·제조회사별
·제품규격별
·제조일부터 3개월이
되어 재질의 변화가
있다고 인정되는 때",
44,방수공사,"시멘트계 자기
수평 모르타르
(KS F 4041)",,내마모성,,,"KS F 4041,KS F 2813","·제조회사별
·제품규격별
·제조일부터 3개월이
되어 재질의 변화가
있다고 인정되는 때",
44,방수공사,"주차장 바닥용
표면마감재
(KS F 4937)",,부착 성능,,,KS F 4937,"·제조회사별
·제품규격별",
44,방수공사,"주차장 바닥용
표면마감재
(KS F 4937)",,윤하중 저항 성능,,,,"·제조회사별
·제품규격별",
44,방수공사,"주차장 바닥용
표면마감재
(KS F 4937)",,수밀성,,,,"·제조회사별
·제품규격별",
44,방수공사,"주차장 바닥용
표면마감재
(KS F 4937)",,내충격성,,,,"·제조회사별
·제품규격별",
44,방수공사,"주차장 바닥용
표면마감재
(KS F 4937)",,오염 물질 방출량,,,"KS I ISO 16000-3,
16000-6","·제조회사별
·제품규격별",
45,방수공사,"시멘트계
바탕바름재
(KS F 4716)",,연도변화,,,"KS F 4716, KS L 5207","·제조회사별
·제품규격별",
45,방수공사,"시멘트계
바탕바름재
(KS F 4716)",,부착 강도,,,KS F 4716,"·제조회사별
·제품규격별",
45,방수공사,"시멘트계
바탕바름재
(KS F 4716)",,내잔갈림성,,,,"·제조회사별
·제품규격별",
45,방수공사,"시멘트계
바탕바름재
(KS F 4716)",,내충격성,,,,"·제조회사별
·제품규격별",
45,방수공사,"시멘트계
바탕바름재
(KS F 4716)",,온냉 반복 저항성,,,,"·제조회사별
·제품규격별",
45,방수공사,"시멘트계
바탕바름재
(KS F 4716)",,습기 투과성,,,KS F 2607,"·제조회사별
·제품규격별",
45,방수공사,"시멘트계
바탕바름재
(KS F 4716)",,물흡수 계수,,,KS F 2609,"·제조회사별
·제품규격별",
45,방수공사,"얇은 마무리용
벽바름재
(KS F 4715)",,"외장
얇은
바름재",저온 안정성,,KS F 4715,"·제조회사별
·제품규격별",
45,방수공사,"얇은 마무리용
벽바름재
(KS F 4715)",,,내잔갈림성,,,"·제조회사별
·제품규격별",
45,방수공사,"얇은 마무리용
벽바름재
(KS F 4715)",,,부착 강도,,,"·제조회사별
·제품규격별",
45,방수공사,"얇은 마무리용
벽바름재
(KS F 4715)",,,온냉 반복 저항성,,,"·제조회사별
·제품규격별",
45,방수공사,"얇은 마무리용
벽바름재
(KS F 4715)",,,내세척성,,,"·제조회사별
·제품규격별",
45,방수공사,"얇은 마무리용
벽바름재
(KS F 4715)",,,내충격성,,,"·제조회사별
·제품규격별",
45,방수공사,"얇은 마무리용
벽바름재
(KS F 4715)",,,내알칼리성,,,"·제조회사별
·제품규격별",
45,방수공사,"얇은 마무리용
벽바름재
(KS F 4715)",,,물흡수 계수,,KS F 2609,"·제조회사별
·제품규격별",
45,방수공사,"얇은 마무리용
벽바름재
(KS F 4715)",,,내후성,,KS F 2274,"·제조회사별
·제품규격별",
45,방수공사,"얇은 마무리용
벽바름재
(KS F 4715)",,,습기 투과,,KS F 2607,"·제조회사별
·제품규격별",
45,방수공사,"얇은 마무리용
벽바름재
(KS F 4715)",,"내장
얇은
바름재",저온 안정성,,KS F 4715,"·제조회사별
·제품규격별",
45,방수공사,"얇은 마무리용
벽바름재
(KS F 4715)",,,가요성,,,"·제조회사별
·제품규격별",
45,방수공사,"얇은 마무리용
벽바름재
(KS F 4715)",,,내변퇴색성,,KS M 3072,"·제조회사별
·제품규격별",
45,방수공사,"얇은 마무리용
벽바름재
(KS F 4715)",,,연소성능,,"KS F ISO 5660-1
KS F 2271","·제조회사별
·제품규격별",
45,방수공사,"수성도료
(KS M 6010)",,1종,열 안정성,,KS M 6010,"·제조회사별
·제품규격별",
45,방수공사,"수성도료
(KS M 6010)",,,적신 도막 은폐율,,,"·제조회사별
·제품규격별",
45,방수공사,"수성도료
(KS M 6010)",,,안료분,,KS M 5000-2111,"·제조회사별
·제품규격별",
45,방수공사,"수성도료
(KS M 6010)",,,촉진내후성,,KS M 5000-3231,"·제조회사별
·제품규격별",
45,방수공사,"수성도료
(KS M 6010)",,"1,2
종",냉동 안정성,,KS M 6010,"·제조회사별
·제품규격별",
45,방수공사,"수성도료
(KS M 6010)",,,주도,,KS M 5000-2122,"·제조회사별
·제품규격별",
45,방수공사,"수성도료
(KS M 6010)",,,비휘발분,,KS M ISO 3251,"·제조회사별
·제품규격별",
45,방수공사,"수성도료
(KS M 6010)",,,건조시간,,KS M 5000-2511,"·제조회사별
·제품규격별",
45,방수공사,"수성도료
(KS M 6010)",,,"확산 반사율(45°, 0°)",,KS M 5000-3121,"·제조회사별
·제품규격별",
45,방수공사,"수성도료
(KS M 6010)",,,은폐율,,KS M ISO 2814,"·제조회사별
·제품규격별",
45,방수공사,"수성도료
(KS M 6010)",,,내세척성,,KS M 5000-3351,"·제조회사별
·제품규격별",
45,방수공사,"수성도료
(KS M 6010)",,,내알칼리성,,"KS M 6010,
KS M ISO 2812-1","·제조회사별
·제품규격별",
45,방수공사,"수성도료
(KS M 6010)",,,용기내 상태,,KS M 5000-2011,"·제조회사별
·제품규격별",
46,방수공사,,,2종,광택,,KS M ISO 2813,"·제조회사별
·제품규격별",
46,방수공사,,,,저장 안정성,,"KS M 5000-2021, 2031","·제조회사별
·제품규격별",
46,방수공사,,,,냄새,,KS M 5000-2041,"·제조회사별
·제품규격별",
46,방수공사,,,,내곰팡이성,,KS M 5000-3431,"·제조회사별
·제품규격별",
46,방수공사,,,3종,연마용이성,,KS M 6010,"·제조회사별
·제품규격별",
46,방수공사,,,,부착강도,,,"·제조회사별
·제품규격별",
46,방수공사,,,,저온 안정성,,,"·제조회사별
·제품규격별",
46,방수공사,,,,상도 적합성,,,"·제조회사별
·제품규격별",
46,방수공사,,,,비휘발분,,KS M ISO 3251,"·제조회사별
·제품규격별",
46,방수공사,,,,건조시간,,KS M 5000-2511,"·제조회사별
·제품규격별",
46,방수공사,,,,용기내 상태,,KS M 5000-2011,"·제조회사별
·제품규격별",
46,방수공사,,,,내수성,,"KS M 6010
KS M ISO 2812-1, 2","·제조회사별
·제품규격별",
46,방수공사,,,,내알칼리성,,,"·제조회사별
·제품규격별",
46,방수공사,"유성도료
(KS M 6020)",,"1
종",색상,,KS M ISO 3668,"·제조회사별
·제품규격별","1종
조합도료
(1급, 2급)"
46,방수공사,"유성도료
(KS M 6020)",,,용기내 상태,,KS M 5000-2011,"·제조회사별
·제품규격별",
46,방수공사,"유성도료
(KS M 6020)",,,안료분,,KS M ISO 14680-1,"·제조회사별
·제품규격별",
46,방수공사,"유성도료
(KS M 6020)",,,비휘발 전색제,,KS M 5000-2112,"·제조회사별
·제품규격별",
46,방수공사,"유성도료
(KS M 6020)",,,광택,,KS M ISO 2813,"·제조회사별
·제품규격별",
46,방수공사,"유성도료
(KS M 6020)",,,은폐율,,KS M ISO 2814,"·제조회사별
·제품규격별",
46,방수공사,"유성도료
(KS M 6020)",,,"확산 반사율(45°, 0°)",,KS M 5000-3121,"·제조회사별
·제품규격별",
46,방수공사,"유성도료
(KS M 6020)",,,건조 시간,,"KS M 5000-2511, 2512","·제조회사별
·제품규격별",
46,방수공사,"유성도료
(KS M 6020)",,,내 굴곡성,,KS M 5000-1519,"·제조회사별
·제품규격별",
46,방수공사,"유성도료
(KS M 6020)",,,촉진 내후성,,"KS M 5000-3231, 3211","·제조회사별
·제품규격별",
46,방수공사,"유성도료
(KS M 6020)",,"2
종",비휘발분,,KS M ISO 3251,"·제조회사별
·제품규격별","2종
자연
건조형
에나멜
유광(1급,
2급),
반광, 무광"
46,방수공사,"유성도료
(KS M 6020)",,,용기내 상태,,KS M 6020,"·제조회사별
·제품규격별",
46,방수공사,"유성도료
(KS M 6020)",,,"희석 안정성, 내수성",,,"·제조회사별
·제품규격별",
46,방수공사,"유성도료
(KS M 6020)",,,"내휘발유성,나이프시험",,,"·제조회사별
·제품규격별",
46,방수공사,"유성도료
(KS M 6020)",,,비휘발 전색제분,,KS M 5000-2112,"·제조회사별
·제품규격별",
46,방수공사,"유성도료
(KS M 6020)",,,"건조 시간, 재도장시험",,KS M 5000-2511,"·제조회사별
·제품규격별",
46,방수공사,"유성도료
(KS M 6020)",,,내굴곡성,,KS M ISO 1519,"·제조회사별
·제품규격별",
46,방수공사,"유성도료
(KS M 6020)",,,저장성,,KS M 5000-2021,"·제조회사별
·제품규격별",
46,방수공사,"유성도료
(KS M 6020)",,,촉진 내후성,,KS M 5000-3231,"·제조회사별
·제품규격별",
46,방수공사,"유성도료
(KS M 6020)",,"3
종",내수성,,KS M 6020,"·제조회사별
·제품규격별","3종
알루미늄
도료"
46,방수공사,"유성도료
(KS M 6020)",,,고착 건조 시간,,KS M 5000-2511,"·제조회사별
·제품규격별",
46,방수공사,"유성도료
(KS M 6020)",,,비휘발분,,KS M ISO 3251,"·제조회사별
·제품규격별",
46,방수공사,"유성도료
(KS M 6020)",,,촉진내후성,,KS M 5000-3231,"·제조회사별
·제품규격별",
46,방수공사,"유성도료
(KS M 6020)",,"4
종",희석 안정성,,KS M 6020,"·제조회사별
·제품규격별","4종
아크릴"
46,방수공사,"유성도료
(KS M 6020)",,,"내수성, 내알칼리성",,,"·제조회사별
·제품규격별",
47,방수공사,,,,비휘발분,,KS M ISO 3251,,도료
47,방수공사,,,,비휘발 전색제분,,KS M 5000-2112,,
47,방수공사,,,,은폐율,,KS M ISO 2814,,
47,방수공사,,,,광택,,KS M ISO 2813,,
47,방수공사,,,,"건조시간(지촉, 경화)",,KS M 5000-2511,,
47,방수공사,,,,용기내 상태,,KS M 5000-2011,,
47,방수공사,,,,재도장,,KS M 5000-2511,,
47,방수공사,,,,촉진 내후성,,"KS M 5000-3231, 3031",,
47,방수공사,"방청도료
(KS M 6030)",,1종,비휘발분,,KS M 6030,"·제조회사별
·제품규격별","1종
알키드
프라이머"
47,방수공사,"방청도료
(KS M 6030)",,,상도적합성,,,"·제조회사별
·제품규격별",
47,방수공사,"방청도료
(KS M 6030)",,,"건조 시간
(고화)",,,"·제조회사별
·제품규격별",
47,방수공사,"방청도료
(KS M 6030)",,,중금속 함량(납),,,"·제조회사별
·제품규격별",
47,방수공사,"방청도료
(KS M 6030)",,,"중금속 함량(6가 크로
뮴)",,,"·제조회사별
·제품규격별",
47,방수공사,"방청도료
(KS M 6030)",,,밀착성,,,"·제조회사별
·제품규격별",
47,방수공사,"방청도료
(KS M 6030)",,,내굴곡성,,,"·제조회사별
·제품규격별",
47,방수공사,"방청도료
(KS M 6030)",,,사이클부식성,,,"·제조회사별
·제품규격별",
47,방수공사,"방청도료
(KS M 6030)",,2종,,,,"·제조회사별
·제품규격별",
47,방수공사,"방청도료
(KS M 6030)",,,,,<삭 제>,"·제조회사별
·제품규격별",
47,방수공사,"방청도료
(KS M 6030)",,3종,,,,"·제조회사별
·제품규격별",
47,방수공사,"방청도료
(KS M 6030)",,4종,비휘발분,,KS M 6030,"·제조회사별
·제품규격별","4종
에칭
프라이머"
47,방수공사,"방청도료
(KS M 6030)",,,중금속 함량(6가 크로,,,"·제조회사별
·제품규격별",
48,방수공사,,,,뮴),,,,
48,방수공사,,,,밀착성,,,,
48,방수공사,,,,내굴곡성,,,,
48,방수공사,,,,내수성,,,,
48,방수공사,,,,내염수분무성,,,,
48,방수공사,,,5종,,,,,
48,방수공사,,,,,,<삭 제>,,
48,방수공사,,,6종,,,,,
48,방수공사,"래커도료
(KS M 6040)",,"1,2,
3
종",연마 용이성,,KS M 6040,"·제조회사별
·제품규격별","1종(래커
프라이머)
2종(래커
퍼티)
3종(래커
서페이서)"
48,방수공사,"래커도료
(KS M 6040)",,,상도 적합성,,,"·제조회사별
·제품규격별",
48,방수공사,"래커도료
(KS M 6040)",,,블리딩,,,"·제조회사별
·제품규격별",
48,방수공사,"래커도료
(KS M 6040)",,,내충격성,,"KS M 6040, M ISO 6272-2","·제조회사별
·제품규격별",
48,방수공사,"래커도료
(KS M 6040)",,,내수성,,"KS M 6040, M ISO 2812-1,2","·제조회사별
·제품규격별",
48,방수공사,"래커도료
(KS M 6040)",,,고화 건조 시간,,KS M 5000-2511,"·제조회사별
·제품규격별",
48,방수공사,"래커도료
(KS M 6040)",,,내굴곡성,,KS M 5000-3331,"·제조회사별
·제품규격별",
48,방수공사,"래커도료
(KS M 6040)",,,비휘발분,,KS M ISO 3251,"·제조회사별
·제품규격별",
48,방수공사,"래커도료
(KS M 6040)",,,용기내 상태,,KS M 5000-2011,"·제조회사별
·제품규격별",
